"","entrezgene","ensembl_gene_id","mgi_id"
"10405",258912,"ENSMUSG00000050343","MGI:3031212"
"10406",19361,"ENSMUSG00000027323","MGI:97890"
"10407",24068,"ENSMUSG00000006050","MGI:1344414"
"10408",258913,"ENSMUSG00000061952","MGI:3031211"
"10409",18317,"ENSMUSG00000070417","MGI:97432"
"10410",13180,"ENSMUSG00000020098","MGI:94873"
"10411",69666,"ENSMUSG00000071451","MGI:1916916"
"10412",18351,"ENSMUSG00000060918","MGI:1333747"
"10413",259036,"ENSMUSG00000073898","MGI:3030547"
"10414",57773,"ENSMUSG00000024037","MGI:1889002"
"10415",105638,"ENSMUSG00000021905","MGI:1922658"
"10416",259035,"ENSMUSG00000049674","MGI:3030548"
"10417",15437,"ENSMUSG00000027102","MGI:96209"
"10418",18354,"ENSMUSG00000059397","MGI:1333750"
"10419",18314,"ENSMUSG00000073897","MGI:109148"
"10420",16820,"ENSMUSG00000026936","MGI:102669"
"10421",112418,"ENSMUSG00000032611","MGI:2148248"
"10422",22763,"ENSMUSG00000022201","MGI:1341890"
"10423",258776,"ENSMUSG00000060503","MGI:3030549"
"10424",22190,"ENSMUSG00000008348","MGI:98889"
"10425",16642,"ENSMUSG00000052736","MGI:1336162"
"10426",258597,"ENSMUSG00000073896","MGI:3030550"
"10427",21408,"ENSMUSG00000020364","MGI:103172"
"10428",446099,"ENSMUSG00000045693","MGI:3056600"
"10429",19043,"ENSMUSG00000061130","MGI:101841"
"10430",76858,"ENSMUSG00000016626","MGI:1924108"
"10431",209361,"ENSMUSG00000025782","MGI:2388097"
"10432",16858,"ENSMUSG00000053522","MGI:1316742"
"10433",55936,"ENSMUSG00000031360","MGI:1933185"
"10434",78688,"ENSMUSG00000014776","MGI:1925938"
"10435",68240,"ENSMUSG00000012483","MGI:1915490"
"10436",226841,"ENSMUSG00000037568","MGI:2444826"
"10437",105239,"ENSMUSG00000034928","MGI:2145310"
"10438",14615,"ENSMUSG00000034520","MGI:95718"
"10439",103406,"ENSMUSG00000034949","MGI:2143792"
"10440",15436,"ENSMUSG00000079277","MGI:96207"
"10441",57874,"ENSMUSG00000033629","MGI:1889341"
"10442",212632,"ENSMUSG00000041025","MGI:2140675"
"10443",20397,"ENSMUSG00000020097","MGI:1261415"
"10444",233913,"ENSMUSG00000030780","MGI:2384572"
"10445",208144,"ENSMUSG00000029480","MGI:3028576"
"10446",70646,"ENSMUSG00000036282","MGI:1922259"
"10447",14761,"ENSMUSG00000072875","MGI:1202299"
"10448",434439,"ENSMUSG00000050641","MGI:3618861"
"10449",625068,"ENSMUSG00000070601","MGI:3643367"
"10450",22786,"ENSMUSG00000024734","MGI:103073"
"10451",226844,"ENSMUSG00000066595","MGI:2444881"
"10452",76408,"ENSMUSG00000020865","MGI:1923658"
"10453",56406,"ENSMUSG00000038369","MGI:1929915"
"10454",50501,"ENSMUSG00000030069","MGI:1354178"
"10455",193286,"ENSMUSG00000045942","MGI:3039622"
"10456",18806,"ENSMUSG00000020828","MGI:892877"
"10457",78330,"ENSMUSG00000024038","MGI:1890894"
"10458",207227,"ENSMUSG00000022829","MGI:2443815"
"10459",17196,"ENSMUSG00000041607","MGI:96925"
"10460",78267,"ENSMUSG00000032609","MGI:1925517"
"10461",227630,"ENSMUSG00000069080","MGI:2684955"
"10462",60594,"ENSMUSG00000054083","MGI:1891369"
"10463",56353,"ENSMUSG00000072872","MGI:1929059"
"10464",269623,"ENSMUSG00000040302","MGI:2442653"
"10465",74388,"ENSMUSG00000032393","MGI:1921638"
"10466",406218,"ENSMUSG00000058441","MGI:1890615"
"10467",74356,"ENSMUSG00000014837","MGI:1921606"
"10469",67112,"ENSMUSG00000020327","MGI:1914362"
"10470",57014,"ENSMUSG00000008590","MGI:1861899"
"10471",20970,"ENSMUSG00000025743","MGI:1349163"
"10472",20389,"ENSMUSG00000022097","MGI:109517"
"10473",12750,"ENSMUSG00000020385","MGI:1098551"
"10474",14179,"ENSMUSG00000025219","MGI:99604"
"10475",66192,"ENSMUSG00000015289","MGI:1913442"
"10476",20532,"ENSMUSG00000024131","MGI:1195264"
"10477",21917,"ENSMUSG00000019961","MGI:106920"
"10478",14764,"ENSMUSG00000034117","MGI:1330275"
"10479",223254,"ENSMUSG00000025555","MGI:2446173"
"10480",18771,"ENSMUSG00000006705","MGI:1201409"
"10481",56700,"ENSMUSG00000001418","MGI:1913318"
"10482",76809,"ENSMUSG00000037905","MGI:1924059"
"10483",244416,"ENSMUSG00000046794","MGI:2177268"
"10484",225372,"ENSMUSG00000001379","MGI:108404"
"10485",268741,"ENSMUSG00000016831","MGI:1915389"
"10486",231238,"ENSMUSG00000029189","MGI:1916941"
"10487",108673,"ENSMUSG00000024732","MGI:1277220"
"10488",23968,"ENSMUSG00000015721","MGI:1345193"
"10489",69956,"ENSMUSG00000063884","MGI:1917206"
"10490",67276,"ENSMUSG00000031527","MGI:1914526"
"10491",76117,"ENSMUSG00000049744","MGI:1923367"
"10492",67976,"ENSMUSG00000015363","MGI:1915226"
"10493",72171,"ENSMUSG00000035378","MGI:1919421"
"10494",70598,"ENSMUSG00000034898","MGI:1917848"
"10495",78894,"ENSMUSG00000029482","MGI:1926144"
"10496",27643,"ENSMUSG00000015290","MGI:95049"
"10497",20437,"ENSMUSG00000036840","MGI:108064"
"10498",69826,"ENSMUSG00000024731","MGI:1917076"
"10499",52065,"ENSMUSG00000070056","MGI:1098644"
"10500",67843,"ENSMUSG00000033272","MGI:1915093"
"10501",213760,"ENSMUSG00000024127","MGI:2441932"
"10502",20698,"ENSMUSG00000061878","MGI:1316649"
"10503",67865,"ENSMUSG00000030844","MGI:1915115"
"10504",16331,"ENSMUSG00000026288","MGI:107357"
"10505",71492,"ENSMUSG00000037325","MGI:1918742"
"10507",320609,"ENSMUSG00000039629","MGI:2444363"
"10508",210673,"ENSMUSG00000045009","MGI:2444810"
"10509",269610,"ENSMUSG00000005045","MGI:3036258"
"10510",75258,"ENSMUSG00000050702","MGI:1922508"
"10511",12404,"ENSMUSG00000031654","MGI:88281"
"10512",545279,"ENSMUSG00000067571","MGI:3617853"
"10513",20615,"ENSMUSG00000001018","MGI:1333745"
"10514",12364,"ENSMUSG00000025887","MGI:1312922"
"10515",67694,"ENSMUSG00000028576","MGI:1914944"
"10516",353188,"ENSMUSG00000037437","MGI:2653822"
"10517",110637,"ENSMUSG00000032017","MGI:95817"
"10518",50907,"ENSMUSG00000045302","MGI:1355326"
"10519",66087,"ENSMUSG00000030286","MGI:1913337"
"10520",60595,"ENSMUSG00000054808","MGI:1890773"
"10521",214601,"ENSMUSG00000032806","MGI:95048"
"10522",58246,"ENSMUSG00000018999","MGI:1931249"
"10523",52815,"ENSMUSG00000031958","MGI:106428"
"10524",59032,"ENSMUSG00000021022","MGI:1930009"
"10525",276905,"ENSMUSG00000057219","MGI:2679719"
"10526",237759,"ENSMUSG00000063564","MGI:2653243"
"10527",330820,"ENSMUSG00000069971","MGI:3607717"
"10528",12411,"ENSMUSG00000024039","MGI:88285"
"10529",21843,"ENSMUSG00000030846","MGI:107913"
"10530",64381,"ENSMUSG00000024730","MGI:1927657"
"10531",76572,"ENSMUSG00000073894","MGI:1923822"
"10532",71908,"ENSMUSG00000055976","MGI:1919158"
"10533",72454,"ENSMUSG00000049305","MGI:1919704"
"10534",60510,"ENSMUSG00000062542","MGI:1926373"
"10535",213469,"ENSMUSG00000033595","MGI:2182619"
"10536",244418,"ENSMUSG00000050271","MGI:1196223"
"10537",227674,"ENSMUSG00000026806","MGI:2682639"
"10538",381318,"ENSMUSG00000062510","MGI:2685830"
"10539",16779,"ENSMUSG00000052911","MGI:99916"
"10540",55949,"ENSMUSG00000025967","MGI:1929520"
"10541",66294,"ENSMUSG00000031399","MGI:1913544"
"10542",381319,"ENSMUSG00000026630","MGI:1925491"
"10543",73582,"ENSMUSG00000071037","MGI:1920832"
"10544",19285,"ENSMUSG00000004044","MGI:1277968"
"10545",235559,"ENSMUSG00000032555","MGI:1920018"
"10546",26611,"ENSMUSG00000032320","MGI:1349765"
"10547",19089,"ENSMUSG00000003402","MGI:107877"
"10548",244198,"ENSMUSG00000051041","MGI:2679264"
"10549",70294,"ENSMUSG00000035890","MGI:1917544"
"10550",72947,"ENSMUSG00000020359","MGI:1920197"
"10551",20473,"ENSMUSG00000038805","MGI:102764"
"10552",26443,"ENSMUSG00000021024","MGI:1347006"
"10553",11910,"ENSMUSG00000026628","MGI:109384"
"10554",11302,"ENSMUSG00000025375","MGI:1197518"
"10555",15368,"ENSMUSG00000005413","MGI:96163"
"10556",58182,"ENSMUSG00000049409","MGI:1929676"
"10557",233406,"ENSMUSG00000038943","MGI:1858961"
"10558",20472,"ENSMUSG00000024134","MGI:102778"
"10559",235323,"ENSMUSG00000032267","MGI:2442293"
"10560",19024,"ENSMUSG00000036528","MGI:894649"
"10561",241311,"ENSMUSG00000068966","MGI:2685195"
"10562",72103,"ENSMUSG00000030051","MGI:1919353"
"10563",12684,"ENSMUSG00000022219","MGI:1270844"
"10564",277978,"ENSMUSG00000043251","MGI:3041195"
"10565",59025,"ENSMUSG00000047879","MGI:1928898"
"10566",73102,"ENSMUSG00000038267","MGI:1920352"
"10567",66208,"ENSMUSG00000037499","MGI:1913458"
"10568",83554,"ENSMUSG00000020325","MGI:1890391"
"10569",71103,"ENSMUSG00000036401","MGI:1918353"
"10570",12309,"ENSMUSG00000040808","MGI:104528"
"10571",19265,"ENSMUSG00000045826","MGI:97811"
"10572",56741,"ENSMUSG00000032816","MGI:1858497"
"10573",211651,"ENSMUSG00000034023","MGI:2448480"
"10574",71733,"ENSMUSG00000006342","MGI:1918983"
"10575",11975,"ENSMUSG00000019302","MGI:103286"
"10576",268783,"ENSMUSG00000039458","MGI:2443034"
"10577",66950,"ENSMUSG00000026627","MGI:1914200"
"10578",66899,"ENSMUSG00000029227","MGI:1914149"
"10579",104394,"ENSMUSG00000014859","MGI:103012"
"10580",241070,"ENSMUSG00000046856","MGI:2385324"
"10581",54598,"ENSMUSG00000059588","MGI:1926944"
"10582",29810,"ENSMUSG00000030847","MGI:1352493"
"10583",56484,"ENSMUSG00000048756","MGI:1890081"
"10584",71834,"ENSMUSG00000026788","MGI:1919084"
"10585",14829,"ENSMUSG00000031364","MGI:95836"
"10586",215351,"ENSMUSG00000034252","MGI:1922075"
"10587",110382,"ENSMUSG00000029656","MGI:88236"
"10588",27402,"ENSMUSG00000010914","MGI:1351627"
"10589",50932,"ENSMUSG00000020827","MGI:1355329"
"10590",58988,"ENSMUSG00000024830","MGI:1927343"
"10591",15384,"ENSMUSG00000020358","MGI:1330294"
"10592",67311,"ENSMUSG00000053916","MGI:1914561"
"10593",170738,"ENSMUSG00000059742","MGI:2159566"
"10594",72549,"ENSMUSG00000033589","MGI:1919799"
"10595",16151,"ENSMUSG00000004221","MGI:1338074"
"10596",108121,"ENSMUSG00000061613","MGI:98884"
"10597",101490,"ENSMUSG00000042105","MGI:2141867"
"10598",108012,"ENSMUSG00000031367","MGI:1889383"
"10599",73106,"ENSMUSG00000020323","MGI:1920356"
"10600",240216,"ENSMUSG00000044719","MGI:3687212"
"10601",18150,"ENSMUSG00000056209","MGI:894653"
"10602",67082,"ENSMUSG00000021850","MGI:1914332"
"10603",75689,"ENSMUSG00000020928","MGI:1922939"
"10604",234683,"ENSMUSG00000014791","MGI:2679007"
"10605",226849,"ENSMUSG00000026626","MGI:2388479"
"10606",11472,"ENSMUSG00000052374","MGI:109192"
"10607",94187,"ENSMUSG00000045333","MGI:1891217"
"10608",18754,"ENSMUSG00000045038","MGI:97599"
"10609",213765,"ENSMUSG00000041358","MGI:2661384"
"10610",12954,"ENSMUSG00000024041","MGI:88515"
"10611",15460,"ENSMUSG00000022096","MGI:96223"
"10612",12475,"ENSMUSG00000051439","MGI:88318"
"10613",15429,"ENSMUSG00000042448","MGI:96201"
"10614",52530,"ENSMUSG00000001056","MGI:1098547"
"10615",14783,"ENSMUSG00000020176","MGI:103232"
"10616",71983,"ENSMUSG00000006850","MGI:1919233"
"10617",76055,"ENSMUSG00000025220","MGI:1932139"
"10618",16917,"ENSMUSG00000038765","MGI:1100513"
"10619",17691,"ENSMUSG00000024042","MGI:104754"
"10620",50773,"ENSMUSG00000020736","MGI:1354954"
"10621",77704,"ENSMUSG00000023210","MGI:1924954"
"10622",216445,"ENSMUSG00000040345","MGI:2143764"
"10623",76843,"ENSMUSG00000037474","MGI:1924093"
"10624",22184,"ENSMUSG00000031370","MGI:103287"
"10625",110593,"ENSMUSG00000057637","MGI:107628"
"10626",74776,"ENSMUSG00000028013","MGI:1922026"
"10627",66089,"ENSMUSG00000001054","MGI:1913339"
"10628",69957,"ENSMUSG00000038416","MGI:1917207"
"10629",66511,"ENSMUSG00000001017","MGI:1913761"
"10630",66282,"ENSMUSG00000025591","MGI:1913532"
"10631",19877,"ENSMUSG00000024290","MGI:107927"
"10632",17991,"ENSMUSG00000014294","MGI:1343103"
"10633",69416,"ENSMUSG00000024728","MGI:1916666"
"10634",16371,"ENSMUSG00000060969","MGI:1197515"
"10635",66181,"ENSMUSG00000027133","MGI:1913431"
"10636",76156,"ENSMUSG00000029861","MGI:1923406"
"10637",24010,"ENSMUSG00000024474","MGI:1345142"
"10638",232313,"ENSMUSG00000030074","MGI:2682940"
"10639",18035,"ENSMUSG00000021025","MGI:104741"
"10640",56508,"ENSMUSG00000049044","MGI:1917723"
"10641",320635,"ENSMUSG00000048065","MGI:2444415"
"10642",11949,"ENSMUSG00000025781","MGI:1261437"
"10643",74197,"ENSMUSG00000022828","MGI:1921447"
"10644",71913,"ENSMUSG00000001420","MGI:1919163"
"10645",73466,"ENSMUSG00000057240","MGI:1920716"
"10646",212706,"ENSMUSG00000001053","MGI:2442218"
"10647",72462,"ENSMUSG00000058392","MGI:1919712"
"10648",71472,"ENSMUSG00000006676","MGI:1918722"
"10649",56856,"ENSMUSG00000045440","MGI:1930787"
"10650",23792,"ENSMUSG00000025964","MGI:1345162"
"10651",67392,"ENSMUSG00000062822","MGI:1914642"
"10652",67657,"ENSMUSG00000022827","MGI:1914907"
"10653",242418,"ENSMUSG00000035572","MGI:2140179"
"10654",67936,"ENSMUSG00000042660","MGI:1915186"
"10655",53375,"ENSMUSG00000027099","MGI:1859652"
"10656",12482,"ENSMUSG00000024673","MGI:88321"
"10657",215951,"ENSMUSG00000038302","MGI:2148801"
"10658",228356,"ENSMUSG00000040591","MGI:1915079"
"10659",13819,"ENSMUSG00000024140","MGI:109169"
"10660",56078,"ENSMUSG00000031373","MGI:1926249"
"10661",18483,"ENSMUSG00000035863","MGI:1261814"
"10662",107723,"ENSMUSG00000027130","MGI:2135960"
"10663",170772,"ENSMUSG00000029638","MGI:2179717"
"10664",14936,"ENSMUSG00000003865","MGI:101805"
"10665",244199,"ENSMUSG00000048236","MGI:3045251"
"10666",213236,"ENSMUSG00000044595","MGI:2447763"
"10667",57260,"ENSMUSG00000040432","MGI:1888501"
"10668",382030,"ENSMUSG00000036810","MGI:1921981"
"10669",192212,"ENSMUSG00000027376","MGI:2138997"
"10670",210711,"ENSMUSG00000048170","MGI:1920977"
"10671",77065,"ENSMUSG00000037461","MGI:1924315"
"10672",68040,"ENSMUSG00000028840","MGI:1915290"
"10673",56784,"ENSMUSG00000021027","MGI:1931050"
"10674",14064,"ENSMUSG00000021675","MGI:1298208"
"10675",66050,"ENSMUSG00000007777","MGI:1913300"
"10676",269063,"ENSMUSG00000054523","MGI:2670985"
"10677",17754,"ENSMUSG00000027254","MGI:1306776"
"10678",104248,"ENSMUSG00000020196","MGI:1298375"
"10679",17179,"ENSMUSG00000004933","MGI:99259"
"10680",15115,"ENSMUSG00000001380","MGI:108087"
"10681",20438,"ENSMUSG00000040749","MGI:108063"
"10682",223255,"ENSMUSG00000063410","MGI:2385007"
"10683",231602,"ENSMUSG00000029503","MGI:2665170"
"10684",14381,"ENSMUSG00000031400","MGI:105979"
"10685",15233,"ENSMUSG00000022821","MGI:96078"
"10686",109225,"ENSMUSG00000024672","MGI:1918846"
"10687",74915,"ENSMUSG00000053375","MGI:1922165"
"10688",22640,"ENSMUSG00000055835","MGI:99154"
"10689",227631,"ENSMUSG00000059625","MGI:2684956"
"10690",77371,"ENSMUSG00000036391","MGI:1924621"
"10691",230757,"ENSMUSG00000073755","MGI:3609248"
"10692",104215,"ENSMUSG00000024143","MGI:1931553"
"10693",81012,"ENSMUSG00000062483","MGI:3033476"
"10694",16995,"ENSMUSG00000046908","MGI:1309472"
"10695",321022,"ENSMUSG00000032803","MGI:2448759"
"10696",207182,"ENSMUSG00000027603","MGI:1913385"
"10697",56335,"ENSMUSG00000022160","MGI:1927165"
"10698",81010,"ENSMUSG00000035523","MGI:3033478"
"10699",80906,"ENSMUSG00000025221","MGI:2135916"
"10700",14325,"ENSMUSG00000050708","MGI:95589"
"10701",57394,"ENSMUSG00000015401","MGI:1926234"
"10702",72154,"ENSMUSG00000036898","MGI:1919404"
"10703",58229,"ENSMUSG00000068263","MGI:3611451"
"10704",207352,"ENSMUSG00000055319","MGI:2450915"
"10705",18131,"ENSMUSG00000038146","MGI:99460"
"10706",229687,"ENSMUSG00000043873","MGI:2676649"
"10707",16372,"ENSMUSG00000001504","MGI:1197526"
"10708",18701,"ENSMUSG00000024145","MGI:99462"
"10709",20019,"ENSMUSG00000049553","MGI:1096397"
"10710",217995,"ENSMUSG00000050244","MGI:2442524"
"10711",104110,"ENSMUSG00000022220","MGI:99674"
"10712",15374,"ENSMUSG00000020737","MGI:1096361"
"10713",66895,"ENSMUSG00000021411","MGI:1914145"
"10714",384572,"ENSMUSG00000057513","MGI:3033481"
"10715",67809,"ENSMUSG00000070730","MGI:1915059"
"10716",226856,"ENSMUSG00000026623","MGI:2446186"
"10717",218885,"ENSMUSG00000021906","MGI:1916953"
"10718",56643,"ENSMUSG00000025557","MGI:1861376"
"10719",170787,"ENSMUSG00000062906","MGI:2158340"
"10720",76658,"ENSMUSG00000029526","MGI:1923908"
"10721",81600,"ENSMUSG00000062778","MGI:1932052"
"10722",12653,"ENSMUSG00000027350","MGI:88395"
"10723",56724,"ENSMUSG00000024146","MGI:1929655"
"10724",12028,"ENSMUSG00000003873","MGI:99702"
"10725",381393,"ENSMUSG00000061525","MGI:2685851"
"10726",381157,"ENSMUSG00000042942","MGI:3576497"
"10727",68194,"ENSMUSG00000022820","MGI:1915444"
"10728",381667,"ENSMUSG00000072754","MGI:2686525"
"10729",258393,"ENSMUSG00000051706","MGI:3031159"
"10730",66313,"ENSMUSG00000018363","MGI:1913563"
"10731",70008,"ENSMUSG00000015405","MGI:1917258"
"10732",269955,"ENSMUSG00000038930","MGI:2444156"
"10733",24135,"ENSMUSG00000058291","MGI:1344427"
"10734",71755,"ENSMUSG00000011382","MGI:1919005"
"10735",74419,"ENSMUSG00000025519","MGI:1921669"
"10736",66473,"ENSMUSG00000031957","MGI:88559"
"10737",381668,"ENSMUSG00000043323","MGI:1920907"
"10738",14314,"ENSMUSG00000022816","MGI:102793"
"10739",386649,"ENSMUSG00000027455","MGI:3042273"
"10740",18168,"ENSMUSG00000044014","MGI:108082"
"10741",227715,"ENSMUSG00000039356","MGI:2385133"
"10742",73830,"ENSMUSG00000053565","MGI:1921080"
"10743",20624,"ENSMUSG00000020929","MGI:1336880"
"10744",66958,"ENSMUSG00000071035","MGI:3643804"
"10745",18166,"ENSMUSG00000036437","MGI:104963"
"10746",56468,"ENSMUSG00000037104","MGI:2385459"
"10747",381925,"ENSMUSG00000070366","MGI:2685936"
"10748",22221,"ENSMUSG00000009741","MGI:104889"
"10749",108995,"ENSMUSG00000040247","MGI:1922072"
"10750",232314,"ENSMUSG00000052144","MGI:3027896"
"10751",210710,"ENSMUSG00000032750","MGI:2387324"
"10752",19289,"ENSMUSG00000032394","MGI:1202390"
"10753",107993,"ENSMUSG00000032556","MGI:1333828"
"10754",230125,"ENSMUSG00000045973","MGI:2684984"
"10755",193813,"ENSMUSG00000024150","MGI:2183439"
"10756",15571,"ENSMUSG00000003410","MGI:109157"
"10757",100561,"ENSMUSG00000029416","MGI:2140796"
"10758",26411,"ENSMUSG00000037337","MGI:1346882"
"10759",207425,"ENSMUSG00000042055","MGI:1920230"
"10760",71932,"ENSMUSG00000037577","MGI:1919182"
"10761",18005,"ENSMUSG00000026622","MGI:109359"
"10762",64380,"ENSMUSG00000024675","MGI:1927656"
"10763",56369,"ENSMUSG00000010911","MGI:1926788"
"10764",19134,"ENSMUSG00000021413","MGI:109584"
"10765",14632,"ENSMUSG00000025407","MGI:95727"
"10766",230996,"ENSMUSG00000059939","MGI:2444364"
"10767",106564,"ENSMUSG00000028636","MGI:1915237"
"10768",320184,"ENSMUSG00000034158","MGI:2443542"
"10769",231605,"ENSMUSG00000033316","MGI:2677965"
"10770",26445,"ENSMUSG00000028837","MGI:1347045"
"10771",244421,"ENSMUSG00000039633","MGI:3609241"
"10772",26951,"ENSMUSG00000032264","MGI:1349478"
"10773",319601,"ENSMUSG00000038895","MGI:2442362"
"10774",56048,"ENSMUSG00000057554","MGI:1928481"
"10775",66397,"ENSMUSG00000020386","MGI:1913647"
"10776",239845,"ENSMUSG00000046961","MGI:2653880"
"10777",60361,"ENSMUSG00000056290","MGI:1913083"
"10778",66926,"ENSMUSG00000037376","MGI:1914176"
"10779",381560,"ENSMUSG00000037752","MGI:2685877"
"10780",13609,"ENSMUSG00000045092","MGI:1096355"
"10781",71785,"ENSMUSG00000032006","MGI:1919035"
"10782",14726,"ENSMUSG00000028583","MGI:103098"
"10783",100608,"ENSMUSG00000033294","MGI:2140843"
"10784",213484,"ENSMUSG00000045211","MGI:2385853"
"10785",319804,"ENSMUSG00000049971","MGI:2442755"
"10786",243308,"ENSMUSG00000056014","MGI:3583896"
"10787",71382,"ENSMUSG00000005907","MGI:1918632"
"10788",69740,"ENSMUSG00000033554","MGI:1916990"
"10789",54368,"ENSMUSG00000030054","MGI:1860137"
"10790",245474,"ENSMUSG00000031403","MGI:1861727"
"10791",225049,"ENSMUSG00000036918","MGI:1920999"
"10792",56637,"ENSMUSG00000022812","MGI:1861437"
"10793",67621,"ENSMUSG00000028545","MGI:1914871"
"10794",17997,"ENSMUSG00000019988","MGI:97293"
"10795",69834,"ENSMUSG00000030055","MGI:1917084"
"10796",56734,"ENSMUSG00000023467","MGI:1861600"
"10797",80752,"ENSMUSG00000025854","MGI:2136853"
"10798",57261,"ENSMUSG00000024002","MGI:1888520"
"10799",234684,"ENSMUSG00000041679","MGI:2443262"
"10800",232959,"ENSMUSG00000062598","MGI:3033482"
"10801",72543,"ENSMUSG00000038740","MGI:1919793"
"10802",16326,"ENSMUSG00000047492","MGI:109269"
"10803",404286,"ENSMUSG00000046924","MGI:3033486"
"10804",22793,"ENSMUSG00000029860","MGI:103072"
"10805",71275,"ENSMUSG00000072919","MGI:1918525"
"10806",94222,"ENSMUSG00000045591","MGI:2149955"
"10807",54422,"ENSMUSG00000026805","MGI:1859288"
"10808",16325,"ENSMUSG00000025405","MGI:105932"
"10810",232962,"ENSMUSG00000092473","MGI:3033485"
"10811",66320,"ENSMUSG00000014856","MGI:1913570"
"10812",12927,"ENSMUSG00000031955","MGI:108091"
"10813",404289,"ENSMUSG00000057946","MGI:3033489"
"10814",332934,"ENSMUSG00000070806","MGI:2140259"
"10815",76901,"ENSMUSG00000020387","MGI:1924151"
"10816",15979,"ENSMUSG00000020009","MGI:107655"
"10817",101869,"ENSMUSG00000030533","MGI:2142246"
"10818",22782,"ENSMUSG00000037434","MGI:1345281"
"10819",26940,"ENSMUSG00000066839","MGI:1349469"
"10820",404287,"ENSMUSG00000092456","MGI:3033488"
"10821",55983,"ENSMUSG00000035357","MGI:1933157"
"10822",257919,"ENSMUSG00000066242","MGI:3030301"
"10823",209824,"ENSMUSG00000066723","MGI:3033484"
"10824",71829,"ENSMUSG00000047619","MGI:1919079"
"10825",19181,"ENSMUSG00000028932","MGI:109555"
"10826",258418,"ENSMUSG00000095910","MGI:3030303"
"10827",104799,"ENSMUSG00000021038","MGI:2144805"
"10828",22065,"ENSMUSG00000027716","MGI:109526"
"10829",243274,"ENSMUSG00000034310","MGI:3044963"
"10830",258770,"ENSMUSG00000073893","MGI:3030306"
"10831",210135,"ENSMUSG00000057101","MGI:1923701"
"10832",74023,"ENSMUSG00000049353","MGI:1921273"
"10833",258771,"ENSMUSG00000095212","MGI:3030307"
"10834",69632,"ENSMUSG00000059495","MGI:1916882"
"10836",23837,"ENSMUSG00000031954","MGI:1344403"
"10837",258488,"ENSMUSG00000094197","MGI:3030308"
"10838",435391,"ENSMUSG00000063821","MGI:3647127"
"10839",258926,"ENSMUSG00000095301","MGI:3030310"
"10840",12169,"ENSMUSG00000031377","MGI:1101778"
"10841",258928,"ENSMUSG00000096151","MGI:3030311"
"10842",66817,"ENSMUSG00000031953","MGI:106426"
"10843",11448,"ENSMUSG00000014609","MGI:87894"
"10844",230558,"ENSMUSG00000035031","MGI:2668347"
"10845",258729,"ENSMUSG00000094426","MGI:3030312"
"10846",70791,"ENSMUSG00000019143","MGI:1918041"
"10847",66629,"ENSMUSG00000022200","MGI:1913879"
"10848",18171,"ENSMUSG00000022809","MGI:1337040"
"10849",57745,"ENSMUSG00000052675","MGI:1929115"
"10850",257891,"ENSMUSG00000043855","MGI:3030313"
"10851",633640,"ENSMUSG00000074634","MGI:3648543"
"10852",56773,"ENSMUSG00000031952","MGI:1931825"
"10853",78906,"ENSMUSG00000035852","MGI:1926156"
"10854",12808,"ENSMUSG00000020173","MGI:105056"
"10855",60344,"ENSMUSG00000075324","MGI:1890647"
"10856",56861,"ENSMUSG00000063120","MGI:3030314"
"10857",234740,"ENSMUSG00000031951","MGI:2685024"
"10858",214742,"ENSMUSG00000037395","MGI:2441920"
"10859",258927,"ENSMUSG00000054236","MGI:3030315"
"10860",20454,"ENSMUSG00000056091","MGI:1339963"
"10861",258728,"ENSMUSG00000059031","MGI:3030316"
"10862",227835,"ENSMUSG00000036890","MGI:2444269"
"10863",57314,"ENSMUSG00000016253","MGI:1926424"
"10864",13202,"ENSMUSG00000001666","MGI:1298381"
"10865",93739,"ENSMUSG00000031950","MGI:1890602"
"10866",56525,"ENSMUSG00000047603","MGI:1929117"
"10867",258492,"ENSMUSG00000059996","MGI:3030318"
"10868",17218,"ENSMUSG00000005410","MGI:103197"
"10869",258489,"ENSMUSG00000096068","MGI:3030320"
"10870",52626,"ENSMUSG00000020392","MGI:1261797"
"10871",232966,"ENSMUSG00000068962","MGI:3037815"
"10872",258042,"ENSMUSG00000095929","MGI:3030321"
"10873",57749,"ENSMUSG00000029423","MGI:1928897"
"10874",80893,"ENSMUSG00000032268","MGI:1933407"
"10875",258727,"ENSMUSG00000096465","MGI:3030322"
"10876",68070,"ENSMUSG00000022197","MGI:1922394"
"10877",258491,"ENSMUSG00000093808","MGI:3030324"
"10878",57905,"ENSMUSG00000030056","MGI:1923310"
"10879",56399,"ENSMUSG00000024045","MGI:1928488"
"10880",258731,"ENSMUSG00000094612","MGI:3030325"
"10881",170930,"ENSMUSG00000020738","MGI:2158813"
"10882",22210,"ENSMUSG00000020390","MGI:102944"
"10883",258307,"ENSMUSG00000093980","MGI:3030327"
"10884",258732,"ENSMUSG00000059227","MGI:3030328"
"10885",103742,"ENSMUSG00000002580","MGI:1913678"
"10889",19664,"ENSMUSG00000039191","MGI:96522"
"10890",258361,"ENSMUSG00000094104","MGI:3030329"
"10891",19045,"ENSMUSG00000040385","MGI:103016"
"10892",67463,"ENSMUSG00000021671","MGI:1914713"
"10893",258733,"ENSMUSG00000095239","MGI:3030331"
"10894",77877,"ENSMUSG00000022195","MGI:1925127"
"10895",258304,"ENSMUSG00000096679","MGI:3030332"
"10896",56869,"ENSMUSG00000074283","MGI:1929099"
